Distribution Date,Producer Code,Product ID,Product Name,Quantity,Unit Cost,Unit Price,Week num
08/24/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40,35
08/24/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40,35
08/27/2021,HAF,3613,"Beets Red, bulk",36,$26.31,$29.20,35
08/27/2021,POG,3717,"Eggplant, Globe",40,$31.62,$35.10,35
08/27/2021,HAF,3700,"Greens, Spinach, Chinese (water spinach)",38,$24.00,$26.64,35
08/27/2021,SGC,3153,"Peppers, Jalapeno",9,$25.50,$28.31,35
08/27/2021,LXF,3449,"Peppers, Poblano",45,$40.00,$44.40,35
08/27/2021,MLP,3166,"Potatoes, Red A",9,$50.00,$55.50,35
08/27/2021,CHO,3200,"Tomatoes, Grape",30,$30.00,$33.30,35
08/27/2021,MHG,3200,"Tomatoes, Grape",25,$35.00,$33.30,35
08/31/2021,PBY,3592,Broccoli,18,$31.45,$34.91,36
08/31/2021,YMF,3755,Carrots,30,$31.62,$35.10,36
08/31/2021,NTN,3755,Carrots,30,$31.62,$35.10,36
08/31/2021,RSV,3755,Carrots,15,$31.62,$35.10,36
08/31/2021,CVP,3755,Carrots,29,$31.62,$35.10,36
08/31/2021,MKV,3405,Okra,30,$51.00,$56.61,36
08/31/2021,LXF,3759,Onions,20,$40.00,$44.40,36
08/31/2021,MLG,3759,Onions,20,$40.00,$44.40,36
08/31/2021,SGC,3759,Onions,11,$40.00,$44.40,36
08/31/2021,SXF,3759,Onions,20,$40.00,$44.40,36
08/31/2021,CHO,3828,"Peppers, Bell",6,$35.00,$38.85,36
08/31/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85,36
08/31/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85,36
08/31/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85,36
08/31/2021,SGC,3828,"Peppers, Bell",30,$35.00,$38.85,36
08/31/2021,HAF,3458,"Peppers, Habanero",8,$35.00,$38.85,36
08/31/2021,PLT,3458,"Peppers, Habanero",25,$35.00,$38.85,36
08/31/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31,36
08/31/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,36
08/31/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31,36
08/31/2021,SGC,3153,"Peppers, Jalapeno",30,$25.50,$28.31,36
08/31/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,36
08/31/2021,MKV,3166,"Potatoes, Red A",10,$50.00,$55.50,36
08/31/2021,CVP,3166,"Potatoes, Red A",10,$50.00,$55.50,36
08/31/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,36
08/31/2021,CHO,3200,"Tomatoes, Grape",18,$30.00,$38.85,36
08/31/2021,D2D,3200,"Tomatoes, Grape",16,$35.00,$38.85,36
08/31/2021,WKH,3200,"Tomatoes, Grape",16,$35.00,$38.85,36
08/31/2021,AFC,3201,"Tomatoes, Roma",6,$35.00,$38.85,36
08/31/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,36
08/31/2021,KHF,3201,"Tomatoes, Roma",20,$35.00,$38.85,36
08/31/2021,SGC,3201,"Tomatoes, Roma",20,$35.00,$38.85,36
08/31/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40,36
08/31/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40,36
09/03/2021,LXF,3828,"Peppers, Bell",36,$35.00,$38.85,36
09/03/2021,SEE,3828,"Peppers, Bell, Green, Organic",33,$30.25,$33.58,36
09/03/2021,CHO,3184,"Squash, Summer, Zucchini",10,$20.00,$22.20,36
09/03/2021,YMF,3184,"Squash, Summer, Zucchini",7,$20.00,$22.20,36
09/03/2021,SGC,3134,"Sweet Corn, Organic",67,$27.00,$29.97,36
09/03/2021,CHO,3200,"Tomatoes, Grape",20,$30.00,$38.85,36
09/03/2021,MHG,3200,"Tomatoes, Grape",16,$35.00,$38.85,36
09/03/2021,MLP,3202,"Tomatoes, Slicers",10,$40.00,$44.40,36
09/03/2021,PBY,3202,"Tomatoes, Slicers",10,$40.00,$44.40,36
09/07/2021,CLP,3401,"Beans, Green",5,$62.50,$69.38,37
09/07/2021,D2D,3401,"Beans, Green",15,$62.50,$69.38,37
09/07/2021,MLG,3401,"Beans, Green",15,$62.50,$69.38,37
09/07/2021,PBY,3401,"Beans, Green",15,$62.50,$69.38,37
09/07/2021,KLF,3364,"Greens, Mustard",10,$36.00,$39.96,37
09/07/2021,MKV,3405,Okra,36,$51.00,$56.61,37
09/07/2021,MKV,3759,Onions,20,$40.00,$44.40,37
09/07/2021,PBY,3759,Onions,18,$40.00,$44.40,37
09/07/2021,SGC,3759,Onions,26,$40.00,$44.40,37
09/07/2021,WKH,3759,Onions,20,$40.00,$44.40,37
09/07/2021,CHO,3828,"Peppers, Bell",4,$35.00,$38.85,37
09/07/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85,37
09/07/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85,37
09/07/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85,37
09/07/2021,SGC,3828,"Peppers, Bell",25,$35.00,$38.85,37
09/07/2021,CHO,3458,"Peppers, Habanero",8,$35.00,$38.85,37
09/07/2021,MKV,3458,"Peppers, Habanero",25,$35.00,$38.85,37
09/07/2021,PLT,3458,"Peppers, Habanero",25,$35.00,$38.85,37
09/07/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31,37
09/07/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,37
09/07/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31,37
09/07/2021,SGC,3153,"Peppers, Jalapeno",26,$25.50,$28.31,37
09/07/2021,LXF,3171,"Potatoes, Yellow A",10,$50.00,$55.50,37
09/07/2021,MKV,3171,"Potatoes, Yellow A",10,$50.00,$55.50,37
09/07/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50,37
09/07/2021,SGC,3135,Sweet Corn,226,$27.00,$29.97,37
09/07/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,37
09/07/2021,CHO,3200,"Tomatoes, Grape",18,$35.00,$38.85,37
09/07/2021,WKH,3200,"Tomatoes, Grape",16,$35.00,$38.85,37
09/07/2021,AFC,3201,"Tomatoes, Roma",6,$35.00,$38.85,37
09/07/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,37
09/07/2021,KHF,3201,"Tomatoes, Roma",20,$35.00,$38.85,37
09/07/2021,SGC,3201,"Tomatoes, Roma",20,$35.00,$38.85,37
09/07/2021,DTF,3202,"Tomatoes, Slicers",71,$40.00,$44.40,37
09/07/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40,37
09/07/2021,PBY,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/07/2021,KSL,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,YMF,3401,"Beans, Green",20,$62.50,$69.38,37
09/10/2021,HAF,3401,"Beans, Green",10,$62.50,$69.38,37
09/10/2021,AFC,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,CLP,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,HAF,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,NTN,3813,"Greens, Kale",8,$36.00,$39.96,37
09/10/2021,PLT,3813,"Greens, Kale",6,$36.00,$39.96,37
09/10/2021,SGC,3135,Sweet Corn,67,$27.00,$29.97,37
09/10/2021,CHO,3202,"Tomatoes, Slicers",6,$40.00,$44.40,37
09/10/2021,MLP,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,PBY,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,KSL,3202,"Tomatoes, Slicers",10,$40.00,$44.40,37
09/10/2021,SEE,3202,"Tomatoes, Slicers, Organic",29,$34.00,$37.74,37
09/14/2021,YMF,3755,Carrots,15,$31.62,$35.10,38
09/14/2021,HAF,3755,Carrots,12,$31.62,$35.10,38
09/14/2021,NTN,3755,Carrots,30,$31.62,$35.10,38
09/14/2021,RSV,3755,Carrots,15,$31.62,$35.10,38
09/14/2021,CVP,3755,Carrots,30,$31.62,$35.10,38
09/14/2021,SGC,3807,Cauliflower,8,$23.00,$25.53,38
09/14/2021,CLP,3717,"Eggplant, Globe",50,$31.62,$35.10,38
09/14/2021,YMF,3717,"Eggplant, Globe",25,$31.62,$35.10,38
09/14/2021,KLF,3717,"Eggplant, Globe",25,$31.62,$35.10,38
09/14/2021,AFC,3138,"Greens, Collards",5,$36.00,$39.96,38
09/14/2021,D2D,3138,"Greens, Collards",10,$36.00,$39.96,38
09/14/2021,MLG,3138,"Greens, Collards",10,$36.00,$39.96,38
09/14/2021,NTN,3813,"Greens, Kale",2,$36.00,$39.96,38
09/14/2021,MKV,3405,Okra,19,$51.00,$56.61,38
09/14/2021,YMF,3759,Onions,20,$40.00,$44.40,38
09/14/2021,LXF,3759,Onions,20,$40.00,$44.40,38
09/14/2021,MLG,3759,Onions,20,$40.00,$44.40,38
09/14/2021,CHO,3828,"Peppers, Bell",20,$35.00,$38.85,38
09/14/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85,38
09/14/2021,YMF,3828,"Peppers, Bell",3,$35.00,$38.85,38
09/14/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85,38
09/14/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85,38
09/14/2021,SGC,3828,"Peppers, Bell",21,$35.00,$38.85,38
09/14/2021,CHO,3458,"Peppers, Habanero",8,$35.00,$38.85,38
09/14/2021,HAF,3458,"Peppers, Habanero",8,$35.00,$38.85,38
09/14/2021,MKV,3458,"Peppers, Habanero",25,$35.00,$38.85,38
09/14/2021,PLT,3458,"Peppers, Habanero",25,$35.00,$38.85,38
09/14/2021,CBS,3153,"Peppers, Jalapeno",20,$25.50,$28.31,38
09/14/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,38
09/14/2021,PLT,3153,"Peppers, Jalapeno",8,$25.50,$28.31,38
09/14/2021,SGC,3153,"Peppers, Jalapeno",24,$25.50,$28.31,38
09/14/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,38
09/14/2021,MKV,3166,"Potatoes, Red A",10,$50.00,$55.50,38
09/14/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,38
09/14/2021,CHO,3200,"Tomatoes, Grape",18,$35.00,$38.85,38
09/14/2021,CHO,3200,"Tomatoes, Grape",8,$35.00,$38.85,38
09/14/2021,WKH,3200,"Tomatoes, Grape",16,$35.00,$38.85,38
09/14/2021,AFC,3201,"Tomatoes, Roma",6,$35.00,$38.85,38
09/14/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,38
09/14/2021,SGC,3201,"Tomatoes, Roma",20,$35.00,$38.85,38
09/14/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40,38
09/14/2021,KHF,3202,"Tomatoes, Slicers",13,$40.00,$44.40,38
09/17/2021,LXF,3755,Carrots,38,$31.62,$35.10,38
09/17/2021,HAF,3138,"Greens, Collards",8,$36.00,$39.96,38
09/17/2021,MLP,3138,"Greens, Collards",10,$36.00,$39.96,38
09/17/2021,KSL,3138,"Greens, Collards",10,$36.00,$39.96,38
09/17/2021,SEE,3828,"Peppers, Bell, Green, Organic",32,$35.00,$38.85,38
09/17/2021,KHF,3201,"Tomatoes, Roma",32,$35.00,$38.85,38
09/17/2021,PBY,3201,"Tomatoes, Roma",32,$35.00,$38.85,38
09/21/2021,AFC,3138,"Greens, Collards",10,$36.00,$39.96,39
09/21/2021,CLP,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,D2D,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,NTN,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,PLT,3813,"Greens, Kale",10,$36.00,$39.96,39
09/21/2021,KLF,3364,"Greens, Mustard",10,$36.00,$39.96,39
09/21/2021,MKV,3759,Onions,10,$40.00,$44.40,39
09/21/2021,SGC,3759,Onions,40,$40.00,$44.40,39
09/21/2021,WKH,3759,Onions,20,$40.00,$44.40,39
09/21/2021,CLP,3828,"Peppers, Bell",10,$35.00,$38.85,39
09/21/2021,NTN,3828,"Peppers, Bell",20,$35.00,$38.85,39
09/21/2021,MLG,3828,"Peppers, Bell",20,$35.00,$38.85,39
09/21/2021,SGC,3828,"Peppers, Bell",15,$35.00,$38.85,39
09/21/2021,MKV,3458,"Peppers, Habanero",25,$35.00,$38.85,39
09/21/2021,MHG,3153,"Peppers, Jalapeno",8,$25.50,$28.31,39
09/21/2021,LXF,3171,"Potatoes, Yellow A",10,$50.00,$55.50,39
09/21/2021,MKV,3171,"Potatoes, Yellow A",8,$50.00,$55.50,39
09/21/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50,39
09/21/2021,YMF,3189,"Squash, Winter, Delicata",16,$35.00,$38.85,39
09/21/2021,SGC,3189,"Squash, Winter, Delicata",56,$35.00,$38.85,39
09/21/2021,SXF,3826,Sweet Potato Leaves,50,$30.00,$33.30,39
09/21/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,39
09/21/2021,KHF,3201,"Tomatoes, Roma",26,$35.00,$38.85,39
09/21/2021,SGC,3201,"Tomatoes, Roma",13,$35.00,$38.85,39
09/21/2021,DTF,3202,"Tomatoes, Slicers",53,$40.00,$44.40,39
09/21/2021,KHF,3202,"Tomatoes, Slicers",20,$40.00,$44.40,39
09/24/2021,MKV,3401,"Beans, Green",12,$62.50,$69.38,39
09/24/2021,D2D,3401,"Beans, Green",3,$62.50,$69.38,39
09/24/2021,NTN,3813,"Greens, Kale",36,$36.00,$39.96,39
09/24/2021,SEE,3189,"Squash, Winter, Delicata, Organic",52,$30.00,$33.30,39
09/24/2021,CHO,3202,"Tomatoes, Slicers",9,$40.00,$44.40,39
09/24/2021,MLP,3202,"Tomatoes, Slicers",12,$40.00,$44.40,39
09/24/2021,PBY,3202,"Tomatoes, Slicers",12,$40.00,$44.40,39
09/24/2021,KSL,3202,"Tomatoes, Slicers",12,$40.00,$44.40,39
09/28/2021,YMF,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,NTN,3592,Broccoli,30,$31.45,$34.91,40
09/28/2021,NTN,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,PBY,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,SGC,3592,Broccoli,0,$31.45,$34.91,40
09/28/2021,YMF,3807,Cauliflower,0,$23.00,$25.53,40
09/28/2021,SGC,3807,Cauliflower,5,$23.00,$25.53,40
09/28/2021,SGC,3807,Cauliflower,0,$23.00,$25.53,40
09/28/2021,STF,3807,Cauliflower,50,$23.00,$25.53,40
09/28/2021,STF,3807,Cauliflower,0,$23.00,$25.53,40
09/28/2021,AFC,3138,"Greens, Collards",8,$36.00,$39.96,40
09/28/2021,AFC,3138,"Greens, Collards",0,$36.00,$39.96,40
09/28/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,40
09/28/2021,LXF,3166,"Potatoes, Red A",0,$50.00,$55.50,40
09/28/2021,MKV,3166,"Potatoes, Red A",0,$50.00,$55.50,40
09/28/2021,CVP,3166,"Potatoes, Red A",0,$50.00,$55.50,40
09/28/2021,CBS,3201,"Tomatoes, Roma",20,$35.00,$38.85,40
09/28/2021,KHF,3201,"Tomatoes, Roma",26,$35.00,$38.85,40
09/28/2021,SGC,3201,"Tomatoes, Roma",10,$35.00,$38.85,40
09/28/2021,KHF,3202,"Tomatoes, Slicers",20,$40.00,$44.40,40
10/01/2021,STF,3401,"Beans, Green",16,$62.50,$69.38,40
10/01/2021,YMF,3592,Broccoli,15,$31.45,$34.91,40
10/01/2021,MLP,3592,Broccoli,16,$31.45,$34.91,40
10/01/2021,KSL,3592,Broccoli,18,$31.45,$34.91,40
10/01/2021,WKH,3411,"Greens, Bok Choy, Baby",34,$54.00,$59.94,40
10/01/2021,HAF,3266,"Onions, Scallions",34,$28.80,$31.97,40
10/01/2021,SEE,3759,"Onions, Yellow, Organic",18,$40.00,$44.40,40
10/01/2021,LXF,3828,"Peppers, Bell",16,$35.00,$38.85,40
10/01/2021,MKV,3828,"Peppers, Bell, Green",27,$40.00,$44.40,40
10/05/2021,CLP,3613,"Beets Red, bulk",16,$26.31,$29.20,41
10/05/2021,LXF,3613,"Beets Red, bulk",18,$26.31,$29.20,41
10/05/2021,PBY,3613,"Beets Red, bulk",16,$26.31,$29.20,41
10/05/2021,YMF,3755,Carrots,15,$31.62,$35.10,41
10/05/2021,NTN,3755,Carrots,30,$31.62,$35.10,41
10/05/2021,RSV,3755,Carrots,15,$31.62,$35.10,41
10/05/2021,CVP,3755,Carrots,35,$31.62,$35.10,41
10/05/2021,YMF,3132,"Carrots, Rainbow",12,$31.62,$35.10,41
10/05/2021,YMF,3759,Onions,20,$40.00,$44.40,41
10/05/2021,LXF,3759,Onions,20,$40.00,$44.40,41
10/05/2021,MLG,3759,Onions,20,$40.00,$44.40,41
10/05/2021,SGC,3759,Onions,20,$40.00,$44.40,41
10/05/2021,LXF,3171,"Potatoes, Yellow A",10,$50.00,$55.50,41
10/05/2021,NTN,3171,"Potatoes, Yellow A",10,$50.00,$55.50,41
10/05/2021,D2D,3278,"Radish, Red, Bunched w/Tops",15,$33.75,$37.46,41
10/05/2021,MHG,3278,"Radish, Red, Bunched w/Tops",12,$33.75,$37.46,41
10/05/2021,CBS,3188,"Squash, Winter, Butternut",25,$24.65,$27.36,41
10/05/2021,SGC,3188,"Squash, Winter, Butternut",75,$24.65,$27.36,41
10/05/2021,YMF,3189,"Squash, Winter, Delicata",10,$35.00,$38.85,41
10/05/2021,SGC,3189,"Squash, Winter, Delicata",75,$35.00,$38.85,41
10/05/2021,CBS,3404,Tomatillos,20,$28.00,$31.08,41
10/08/2021,YMF,3079,Brussels Sprouts,29,$42.16,$46.80,41
10/08/2021,LXF,3079,Brussels Sprouts,40,$42.16,$46.80,41
10/08/2021,NTN,3079,Brussels Sprouts,10,$42.16,$46.80,41
10/08/2021,NTN,3754,Cabbage,57,$34.00,$37.74,41
10/08/2021,KSL,3754,Cabbage,16,$34.00,$37.74,41
10/08/2021,KSL,3754,Cabbage,1,$24.16,$26.82,41
10/08/2021,NTN,3755,Carrots,16,$31.62,$35.10,41
10/08/2021,YMF,3132,"Carrots, Rainbow",15,$31.62,$35.10,41
10/08/2021,SEE,3188,"Squash, Winter, Butternut, Organic",68,$18.00,$19.98,41
10/12/2021,LXF,3613,"Beets Red, bulk",18,$26.31,$29.20,42
10/12/2021,NTN,3613,"Beets Red, bulk",32,$26.31,$29.20,42
10/12/2021,PBY,3613,"Beets Red, bulk",16,$26.31,$29.20,42
10/12/2021,YMF,3755,Carrots,15,$31.62,$35.10,42
10/12/2021,NTN,3755,Carrots,30,$31.62,$35.10,42
10/12/2021,RSV,3755,Carrots,30,$31.62,$35.10,42
10/12/2021,CVP,3755,Carrots,30,$31.62,$35.10,42
10/12/2021,YMF,3132,"Carrots, Rainbow",12,$31.62,$35.10,42
10/12/2021,LXF,3132,"Carrots, Rainbow",60,$31.62,$35.10,42
10/12/2021,MLG,3759,Onions,40,$40.00,$44.40,42
10/12/2021,LXF,3828,"Peppers, Bell",35,$35.00,$38.85,42
10/12/2021,MHG,3828,"Peppers, Bell",20,$35.00,$38.85,42
10/12/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,42
10/12/2021,CVP,3166,"Potatoes, Red A",10,$50.00,$55.50,42
10/12/2021,YMF,3178,"Radish, Purple Daikon",15,$30.00,$33.30,42
10/12/2021,CBS,3188,"Squash, Winter, Butternut",38,$24.65,$27.36,42
10/12/2021,SGC,3188,"Squash, Winter, Butternut",57,$24.65,$27.36,42
10/15/2021,WKH,3598,"Greens, Lettuce, Romaine",33,$31.50,$34.97,42
10/15/2021,SEE,3828,"Peppers, Bell, Green, Organic",32,$30.25,$33.58,42
10/15/2021,POG,3190,"Squash, Winter, Spaghetti",63,$33.25,$36.91,42
10/19/2021,CLP,3613,"Beets Red, bulk",16,$26.31,$29.20,43
10/19/2021,PBY,3613,"Beets Red, bulk",16,$26.31,$29.20,43
10/19/2021,SGC,3754,Cabbage,40,$34.00,$37.74,43
10/19/2021,YMF,3755,Carrots,15,$31.62,$35.10,43
10/19/2021,NTN,3755,Carrots,30,$31.62,$35.10,43
10/19/2021,RSV,3755,Carrots,15,$31.62,$35.10,43
10/19/2021,CVP,3755,Carrots,55,$31.62,$35.10,43
10/19/2021,LXF,3132,"Carrots, Rainbow",60,$31.62,$35.10,43
10/19/2021,WKH,3573,"Greens, Bok Choy",20,$40.00,$44.40,43
10/19/2021,NTN,3759,Onions,5,$40.00,$44.40,43
10/19/2021,SGC,3759,Onions,8,$40.00,$44.40,43
10/19/2021,WKH,3759,Onions,13,$40.00,$44.40,43
10/19/2021,LXF,3166,"Potatoes, Red A",10,$50.00,$55.50,43
10/19/2021,NTN,3166,"Potatoes, Red A",10,$50.00,$55.50,43
10/19/2021,YMF,3178,"Radish, Purple Daikon",26,$30.00,$33.30,43
10/19/2021,SGC,3188,"Squash, Winter, Butternut",67,$24.65,$27.36,43
10/19/2021,YMF,3189,"Squash, Winter, Delicata",22,$35.00,$38.85,43
10/19/2021,SGC,3189,"Squash, Winter, Delicata",10,$35.00,$38.85,43
10/22/2021,SGC,3768,"Cranberries, organic",63,$25.00,$27.75,43
10/22/2021,YMF,3813,"Greens, Kale",38,$36.00,$39.96,43
10/22/2021,SEE,3188,"Squash, Winter, Butternut, Organic",32,$18.00,$19.98,43
10/22/2021,SEE,3189,"Squash, Winter, Delicata, Organic",24,$30.00,$33.30,43
10/26/2021,CLP,3613,"Beets Red, bulk",16,$26.31,$29.20,44
10/26/2021,YMF,3755,Carrots,13,$31.62,$35.10,44
10/26/2021,NTN,3755,Carrots,30,$31.62,$35.10,44
10/26/2021,RSV,3755,Carrots,15,$31.62,$35.10,44
10/26/2021,WKH,3598,"Greens, Lettuce, Romaine",84,$31.50,$34.97,44
10/26/2021,LXF,3828,"Peppers, Bell",50,$35.00,$38.85,44
10/26/2021,PBY,3828,"Peppers, Bell, Green",50,$35.00,$38.85,44
10/26/2021,LXF,3449,"Peppers, Poblano",30,$40.00,$44.40,44
10/26/2021,YMF,3178,"Radish, Purple Daikon",29,$30.00,$33.30,44
10/29/2021,SEE,3188,"Squash, Winter, Butternut, Organic",30,$18.00,$19.98,44
11/02/2021,NTN,3754,Cabbage,15,$34.00,$37.74,45
11/02/2021,WKH,3316,"Greens, Lettuce, Green Leaf",26,$36.00,$39.96,45
11/02/2021,WKH,3300,"Greens, Lettuce, Salad Mix",26,$60.00,$66.60,45
11/02/2021,LXF,3759,Onions,20,$40.00,$44.40,45
