Delivery Week,Producer Code,Product ID,Product,Quantity,Cost,Week num
8/8/2022,HAF,3809,"Beans, Green, Yellow or Purple",5,$71.00,33
8/8/2022,RSV,3809,"Beans, Green, Yellow or Purple",6,$71.00,33
8/8/2022,YMF,3754,"Cabbage, Red",5,$40.75,33
8/8/2022,KHF,3759,"Onions, Bulb",10,$46.25,33
8/8/2022,NTN,3813,"Greens, Kale-24 ct",10,$42.75,33
8/8/2022,MFP,3759,"Onions, Bulb",10,$46.25,33
8/8/2022,HAF,3362,"Cucumbers, Pickling",11,$24.00,33
8/8/2022,CLP,3813,"Greens, Kale-24 ct",10,$42.75,33
8/8/2022,SRF,3759,"Onions, Bulb",20,$46.25,33
8/8/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,33
8/8/2022,CHO,3182,"Squash, Summer, Patty Pan",22,$24.00,33
8/8/2022,AGF,3404,Tomatillos,46,$32.75,33
8/8/2022,CBO,3813,"Greens, Kale-24 ct",5,$42.75,33
8/8/2022,CLP,3182,"Squash, Summer, Patty Pan",18,$24.00,33
8/8/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,33
8/8/2022,CAL,3153,"Peppers, Jalapeño",12,$30.00,33
8/8/2022,D2D,3809,"Beans, Green, Yellow or Purple",10,$71.00,33
8/8/2022,CMA,3754,"Cabbage, Red",5,$40.75,33
8/8/2022,CHO,3362,"Cucumbers, Pickling",11,$24.00,33
8/8/2022,PZM,3153,"Peppers, Jalapeño",10,$30.00,33
8/8/2022,LDX,3153,"Peppers, Jalapeño",10,$30.00,33
8/8/2022,CLP,3362,"Cucumbers, Pickling",11,$24.00,33
8/8/2022,LOF,3813,"Greens, Kale-24 ct",5,$42.75,33
8/8/2022,CHO,3809,"Beans, Green, Yellow or Purple",10,$71.00,33
8/8/2022,JWI,3813,"Greens, Kale-24 ct",5,$42.75,33
8/8/2022,SRF,3809,"Beans, Green, Yellow or Purple",10,$71.00,33
8/8/2022,CBS,3153,"Peppers, Jalapeño",12,$30.00,33
8/8/2022,MMO,3813,"Greens, Kale-24 ct",5,$42.75,33
8/8/2022,LFF,3153,"Peppers, Jalapeño",10,$30.00,33
8/8/2022,SRF,3759,"Onions, Bulb",20,$46.25,33
8/8/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,33
8/8/2022,PBY,3809,"Beans, Green, Yellow or Purple",10,$71.00,33
8/8/2022,SRF,3759,"Onions, Bulb",20,$46.25,33
8/8/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,$35.25,33
8/8/2022,MLG,3759,"Onions, Bulb",10,$46.25,33
8/8/2022,LDX,3754,"Cabbage, Red",5,$40.75,33
8/8/2022,MLG,3809,"Beans, Green, Yellow or Purple",10,$71.00,33
8/8/2022,SRF,3759,"Onions, Bulb",10,$46.25,33
8/8/2022,MHG,3362,"Cucumbers, Pickling",11,$24.00,33
8/8/2022,CBS,3404,Tomatillos,20,$32.75,33
8/8/2022,KHF,3153,"Peppers, Jalapeño",12,$30.00,33
8/8/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,33
8/15/2022,CLP,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,34
8/15/2022,AGF,3089,"Melon, Watermelon",15,$30.75,34
8/15/2022,YMF,3668,"Eggplant, Japanese",10,$34.25,34
8/15/2022,CHO,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,34
8/15/2022,MHA,3364,"Greens, Mustard-24 ct",5,$42.75,34
8/15/2022,KSL,3202,"Tomatoes, Slicing",15,$46.00,34
8/15/2022,MHA,3362,"Cucumbers, Pickling",11,$24.00,34
8/15/2022,D2D,3138,"Greens, Collard-24 ct",10,$42.75,34
8/15/2022,KSL,3364,"Greens, Mustard-24 ct",10,$42.75,34
8/15/2022,CBS,3404,Tomatillos,20,$32.75,34
8/15/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,34
8/15/2022,CAL,3153,"Peppers, Jalapeño",12,$30.00,34
8/15/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,34
8/15/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,$36.50,34
8/15/2022,TXI,3362,"Cucumbers, Pickling",11,$24.00,34
8/15/2022,LEE,3828,"Peppers, Green Bell",5,$40.75,34
8/15/2022,D2D,3754,"Cabbage, Red",5,$40.75,34
8/15/2022,MFP,3153,"Peppers, Jalapeño",10,$30.00,34
8/15/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,34
8/15/2022,LFF,3828,"Peppers, Green Bell",25,$40.75,34
8/15/2022,PLT,3364,"Greens, Mustard-24 ct",5,$42.75,34
8/15/2022,AGF,3091,"Melon, Honeydew",50,$31.25,34
8/15/2022,CBO,3138,"Greens, Collard-24 ct",5,$42.75,34
8/15/2022,KHF,3153,"Peppers, Jalapeño",12,$30.00,34
8/15/2022,MMO,3364,"Greens, Mustard-24 ct",5,$42.75,34
8/15/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,34
8/15/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,34
8/15/2022,BXF,3138,"Greens, Collard-24 ct",10,$42.75,34
8/15/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,$36.50,34
8/15/2022,KSL,3828,"Peppers, Green Bell",15,$40.75,34
8/15/2022,LDX,3153,"Peppers, Jalapeño",10,$30.00,34
8/15/2022,HOP,3362,"Cucumbers, Pickling",11,$24.00,34
8/15/2022,PBY,3202,"Tomatoes, Slicing",15,$46.00,34
8/15/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,$36.50,34
8/15/2022,CLP,3668,"Eggplant, Japanese",10,$34.25,34
8/15/2022,D2D,3182,"Squash, Summer, Patty Pan",18,$24.00,34
8/15/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,$36.50,34
8/15/2022,CBS,3153,"Peppers, Jalapeño",12,$30.00,34
8/15/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,34
8/15/2022,HOP,3717,"Eggplant, Globe",10,$37.00,34
8/15/2022,AGF,3089,"Melon, Watermelon",15,$30.75,34
8/15/2022,PBY,3089,"Melon, Watermelon",10,$30.75,34
8/15/2022,CMU,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,34
8/15/2022,LFF,3153,"Peppers, Jalapeño",10,$30.00,34
8/15/2022,YMF,3717,"Eggplant, Globe",10,$37.00,34
8/15/2022,RSV,3362,"Cucumbers, Pickling",11,$24.00,34
8/15/2022,PZM,3828,"Peppers, Green Bell",5,$40.75,34
8/15/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,34
8/15/2022,KHF,3668,"Eggplant, Japanese",10,$34.25,34
8/15/2022,AGF,3091,"Melon, Honeydew",50,$31.25,34
8/15/2022,CHO,3182,"Squash, Summer, Patty Pan",22,$24.00,34
8/15/2022,KSL,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,34
8/15/2022,PBY,3717,"Eggplant, Globe",15,$37.00,34
8/15/2022,AGF,3404,Tomatillos,46,$32.75,34
8/15/2022,PLT,3668,"Eggplant, Japanese",10,$34.25,34
8/15/2022,PBY,3668,"Eggplant, Japanese",10,$34.25,34
8/15/2022,LVO,3138,"Greens, Collard-24 ct",5,$42.75,34
8/15/2022,LOF,3362,"Cucumbers, Pickling",11,$24.00,34
8/15/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,$36.50,34
8/15/2022,MFP,3364,"Greens, Mustard-24 ct",5,$42.75,34
8/15/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,34
8/15/2022,DTF,3202,"Tomatoes, Slicing",15,$46.00,34
8/15/2022,KHF,3202,"Tomatoes, Slicing",36,$46.00,34
8/15/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,34
8/15/2022,LOF,3364,"Greens, Mustard-24 ct",5,$42.75,34
8/15/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,$36.50,34
8/15/2022,JWI,3138,"Greens, Collard-24 ct",5,$42.75,34
8/15/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,34
8/15/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,34
8/15/2022,CBS,3404,Tomatillos,66,$32.75,34
8/15/2022,AFC,3138,"Greens, Collard-24 ct",8,$42.75,34
8/15/2022,CLP,3717,"Eggplant, Globe",15,$37.00,34
8/15/2022,DTF,3202,"Tomatoes, Slicing",36,$46.00,34
8/15/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,34
8/15/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,$35.25,34
8/15/2022,CMU,3138,"Greens, Collard-24 ct",10,$42.75,34
8/15/2022,CMA,3138,"Greens, Collard-24 ct",5,$42.75,34
8/15/2022,CTH,3202,"Tomatoes, Slicing",15,$46.00,34
8/15/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,34
8/15/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,34
8/15/2022,PBY,3089,"Melon, Watermelon",10,$30.75,34
8/15/2022,BXF,3364,"Greens, Mustard-24 ct",5,$42.75,34
8/15/2022,CLP,3362,"Cucumbers, Pickling",11,$24.00,34
8/15/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,34
8/15/2022,MLG,3364,"Greens, Mustard-24 ct",10,$42.75,34
8/15/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,34
8/15/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,34
8/15/2022,CLP,3182,"Squash, Summer, Patty Pan",18,$24.00,34
8/22/2022,MFP,3364,"Greens, Mustard-24 ct",5,$42.75,35
8/22/2022,LDX,3458,"Peppers, Habanero",11,$40.50,35
8/22/2022,KSL,3364,"Greens, Mustard-24 ct",10,$42.75,35
8/22/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,35
8/22/2022,YMF,3200,"Tomatoes, Grape, 12 ct Pint",18,$40.50,35
8/22/2022,KHF,3153,"Peppers, Jalapeño",12,$30.00,35
8/22/2022,JWI,3813,"Greens, Kale-24 ct",5,$42.75,35
8/22/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,$36.50,35
8/22/2022,MHA,3364,"Greens, Mustard-24 ct",5,$42.75,35
8/22/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,$36.50,35
8/22/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,35
8/22/2022,MLG,3758,"Eggplant, African (Bitter Ball)",11,$24.00,35
8/22/2022,CBS,3153,"Peppers, Jalapeño",12,$30.00,35
8/22/2022,LEE,3828,"Peppers, Green Bell",10,$40.75,35
8/22/2022,AGF,3089,"Melon, Watermelon",40,$30.75,35
8/22/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,35
8/22/2022,CMA,3813,"Greens, Kale-24 ct",5,$42.75,35
8/22/2022,MLG,3364,"Greens, Mustard-24 ct",10,$42.75,35
8/22/2022,HAF,3758,"Eggplant, African (Bitter Ball)",11,$24.00,35
8/22/2022,CTH,3202,"Tomatoes, Slicing",15,$46.00,35
8/22/2022,CLP,3813,"Greens, Kale-24 ct",10,$42.75,35
8/22/2022,CBS,3404,Tomatillos,66,$32.75,35
8/22/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,$36.50,35
8/22/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,$36.50,35
8/22/2022,D2D,3813,"Greens, Kale-24 ct",5,$42.75,35
8/22/2022,DTF,3202,"Tomatoes, Slicing",36,$46.00,35
8/22/2022,PZM,3458,"Peppers, Habanero",10,$40.50,35
8/22/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,35
8/22/2022,CHO,3458,"Peppers, Habanero",10,$40.50,35
8/22/2022,CBS,3404,Tomatillos,20,$32.75,35
8/22/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,35
8/22/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,35
8/22/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,35
8/22/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,35
8/22/2022,LDX,3153,"Peppers, Jalapeño",10,$30.00,35
8/22/2022,BXF,3364,"Greens, Mustard-24 ct",5,$42.75,35
8/22/2022,MMO,3364,"Greens, Mustard-24 ct",5,$42.75,35
8/22/2022,AGF,3404,Tomatillos,46,$32.75,35
8/22/2022,KSL,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,35
8/22/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,35
8/22/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,35
8/22/2022,MFP,3828,"Peppers, Green Bell",5,$40.75,35
8/22/2022,KSL,3202,"Tomatoes, Slicing",15,$46.00,35
8/22/2022,LOF,3813,"Greens, Kale-24 ct",5,$42.75,35
8/22/2022,KSL,3828,"Peppers, Green Bell",10,$40.75,35
8/22/2022,MHG,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,35
8/22/2022,MFP,3828,"Peppers, Green Bell",5,$40.75,35
8/22/2022,KHF,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,35
8/22/2022,NTN,3813,"Greens, Kale-24 ct",10,$42.75,35
8/22/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,35
8/22/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,35
8/22/2022,CAL,3153,"Peppers, Jalapeño",12,$30.00,35
8/22/2022,KSL,3828,"Peppers, Green Bell",10,$40.75,35
8/22/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,35
8/22/2022,PBY,3089,"Melon, Watermelon",10,$30.75,35
8/22/2022,PZM,3153,"Peppers, Jalapeño",10,$30.00,35
8/22/2022,TXI,3758,"Eggplant, African (Bitter Ball)",11,$24.00,35
8/22/2022,LEE,3828,"Peppers, Green Bell",10,$40.75,35
8/22/2022,SXF,3758,"Eggplant, African (Bitter Ball)",11,$24.00,35
8/22/2022,PLT,3364,"Greens, Mustard-24 ct",5,$42.75,35
8/22/2022,LFF,3828,"Peppers, Green Bell",25,$40.75,35
8/22/2022,LFF,3458,"Peppers, Habanero",25,$40.50,35
8/22/2022,KHF,3201,"Tomatoes, Roma",36,$40.50,35
8/22/2022,CBS,3201,"Tomatoes, Roma",10,$40.50,35
8/22/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,$24.00,35
8/22/2022,LFF,3828,"Peppers, Green Bell",25,$40.75,35
8/22/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,35
8/22/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,$36.50,35
8/22/2022,PBY,3201,"Tomatoes, Roma",10,$40.50,35
8/22/2022,AGF,3201,"Tomatoes, Roma",10,$40.50,35
8/22/2022,LFF,3153,"Peppers, Jalapeño",10,$30.00,35
8/22/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,$35.25,35
8/22/2022,CHO,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,35
8/22/2022,PLT,3458,"Peppers, Habanero",10,$40.50,35
8/22/2022,LOF,3364,"Greens, Mustard-24 ct",5,$42.75,35
8/22/2022,MMO,3813,"Greens, Kale-24 ct",5,$42.75,35
8/22/2022,PBY,3089,"Melon, Watermelon",10,$30.75,35
8/22/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,35
8/22/2022,D2D,3200,"Tomatoes, Grape, 12 ct Pint",10,$40.50,35
8/22/2022,CHO,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,35
8/22/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,35
8/22/2022,CLP,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,35
8/22/2022,CBO,3813,"Greens, Kale-24 ct",5,$42.75,35
8/22/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,35
8/22/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,35
8/22/2022,D2D,3754,"Cabbage, Red",5,$40.75,35
8/22/2022,AGF,3089,"Melon, Watermelon",40,$30.75,35
8/22/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,$36.50,35
8/29/2022,PLT,3853,"Greens, Eggplant Leaves -12 ct",20,$36.50,36
8/29/2022,MLG,3759,"Onions, Bulb",10,$46.25,36
8/29/2022,LEE,3828,"Peppers, Green Bell",10,$40.75,36
8/29/2022,PZM,3828,"Peppers, Green Bell",10,$40.75,36
8/29/2022,CHO,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,36
8/29/2022,SRF,3759,"Onions, Bulb",10,$46.25,36
8/29/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,36
8/29/2022,SXF,3826,"Greens, Sweet Potato Leaves-12 ct",50,$35.25,36
8/29/2022,LOF,3364,"Greens, Mustard-24 ct",5,$42.75,36
8/29/2022,MLG,3702,"Greens, Malabar Spinach-12 ct",14,$36.50,36
8/29/2022,MLG,3758,"Eggplant, African (Bitter Ball)",11,$24.00,36
8/29/2022,SRF,3201,"Tomatoes, Roma",18,$40.50,36
8/29/2022,CLP,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,36
8/29/2022,CBS,3404,Tomatillos,20,$32.75,36
8/29/2022,CVP,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,36
8/29/2022,PLT,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,36
8/29/2022,CVP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,36
8/29/2022,KHF,3153,"Peppers, Jalapeño",12,$30.00,36
8/29/2022,LFF,3458,"Peppers, Habanero",25,$40.50,36
8/29/2022,LDX,3458,"Peppers, Habanero",11,$40.50,36
8/29/2022,TXI,3758,"Eggplant, African (Bitter Ball)",11,$24.00,36
8/29/2022,SRF,3759,"Onions, Bulb",20,$46.25,36
8/29/2022,YMF,3702,"Greens, Malabar Spinach-12 ct",14,$36.50,36
8/29/2022,MLG,3854,"Greens, Pumpkin Vine-12 ct",14,$36.50,36
8/29/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,36
8/29/2022,PLT,3758,"Eggplant, African (Bitter Ball)",22,$24.00,36
8/29/2022,BXF,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,36
8/29/2022,SRF,3759,"Onions, Bulb",20,$46.25,36
8/29/2022,KHF,3668,"Eggplant, Japanese",10,$34.25,36
8/29/2022,CLP,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,36
8/29/2022,LFF,3828,"Peppers, Green Bell",20,$40.75,36
8/29/2022,CBS,3153,"Peppers, Jalapeño",12,$30.00,36
8/29/2022,CBS,3201,"Tomatoes, Roma",15,$40.50,36
8/29/2022,CHO,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,36
8/29/2022,LDX,3153,"Peppers, Jalapeño",10,$30.00,36
8/29/2022,KSL,3828,"Peppers, Green Bell",10,$40.75,36
8/29/2022,CAL,3153,"Peppers, Jalapeño",12,$30.00,36
8/29/2022,DTF,3202,"Tomatoes, Slicing",36,$46.00,36
8/29/2022,BXF,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,36
8/29/2022,YMF,3853,"Greens, Eggplant Leaves -12 ct",20,$36.50,36
8/29/2022,CTH,3202,"Tomatoes, Slicing",15,$46.00,36
8/29/2022,YMF,3668,"Eggplant, Japanese",10,$34.25,36
8/29/2022,KSL,3364,"Greens, Mustard-24 ct",10,$42.75,36
8/29/2022,CHO,3458,"Peppers, Habanero",10,$40.50,36
8/29/2022,HAF,3758,"Eggplant, African (Bitter Ball)",11,$24.00,36
8/29/2022,MFP,3759,"Onions, Bulb",10,$46.25,36
8/29/2022,MMO,3364,"Greens, Mustard-24 ct",5,$42.75,36
8/29/2022,SXF,3758,"Eggplant, African (Bitter Ball)",11,$24.00,36
8/29/2022,RSV,3755,"Carrots, Orange",22,$36.75,36
8/29/2022,PBY,3668,"Eggplant, Japanese",10,$34.25,36
8/29/2022,TEB,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,36
8/29/2022,CHO,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,36
8/29/2022,CMU,3132,"Carrots, Rainbow",11,$36.75,36
8/29/2022,D2D,3754,"Cabbage, Red",5,$40.75,36
8/29/2022,CBS,3404,Tomatillos,66,$32.75,36
8/29/2022,PLT,3854,"Greens, Pumpkin Vine-12 ct",14,$36.50,36
8/29/2022,PLT,3364,"Greens, Mustard-24 ct",5,$42.75,36
8/29/2022,MFP,3364,"Greens, Mustard-24 ct",5,$42.75,36
8/29/2022,MFP,3458,"Peppers, Habanero",10,$40.50,36
8/29/2022,CAL,3201,"Tomatoes, Roma",15,$40.50,36
8/29/2022,TXI,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,36
8/29/2022,MLG,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,36
8/29/2022,LFF,3153,"Peppers, Jalapeño",10,$30.00,36
8/29/2022,KHF,3759,"Onions, Bulb",10,$46.25,36
8/29/2022,PBY,3201,"Tomatoes, Roma",18,$40.50,36
8/29/2022,BXF,3702,"Greens, Malabar Spinach-12 ct",12,$36.50,36
8/29/2022,KAL,3132,"Carrots, Rainbow",22,$36.75,36
8/29/2022,PLT,3668,"Eggplant, Japanese",10,$34.25,36
8/29/2022,MLG,3364,"Greens, Mustard-24 ct",10,$42.75,36
8/29/2022,PLT,3458,"Peppers, Habanero",10,$40.50,36
8/29/2022,CLP,3668,"Eggplant, Japanese",10,$34.25,36
8/29/2022,TXI,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,36
8/29/2022,YMF,3132,"Carrots, Rainbow",11,$36.75,36
8/29/2022,AGF,3404,Tomatillos,46,$32.75,36
8/29/2022,CLP,3854,"Greens, Pumpkin Vine-12 ct",12,$36.50,36
8/29/2022,MFP,3153,"Peppers, Jalapeño",10,$30.00,36
8/29/2022,BXF,3364,"Greens, Mustard-24 ct",5,$42.75,36
8/29/2022,MHA,3364,"Greens, Mustard-24 ct",5,$42.75,36
8/29/2022,SRF,3759,"Onions, Bulb",20,$46.25,36
8/29/2022,KSL,3202,"Tomatoes, Slicing",15,$46.00,36
8/29/2022,CLP,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,36
8/29/2022,TXI,3826,"Greens, Sweet Potato Leaves-12 ct",10,$35.25,36
8/29/2022,KHF,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,36
9/5/2022,RSV,3755,"Carrots, Orange",22,$36.75,37
9/5/2022,CLP,3717,"Eggplant, Globe",10,$37.00,37
9/5/2022,BXF,3853,"Greens, Eggplant Leaves -12 ct",15,$36.50,37
9/5/2022,SRF,3759,"Onions, Bulb",20,$46.25,37
9/5/2022,KHF,3759,"Onions, Bulb",10,$46.25,37
9/5/2022,LFF,3458,"Peppers, Habanero",25,$40.50,37
9/5/2022,MLG,3755,"Carrots, Orange",22,$36.75,37
9/5/2022,PZM,3458,"Peppers, Habanero",10,$40.50,37
